,index,text,url,crime,location,region,city,date,headline
10,28,"Uddhav Thackeray said he hadn't switched sides, but only entered into an alliance.

Maharashtra Chief Minister Uddhav Thackeray has dared the opposition to topple his government and said though it is a ""three-wheeler"" government, he is firmly in control of its steering wheel.

Mr Thackeray, who is also president of the Shiv Sena, said his alliance partners - NCP and Congress - are ""positive"" and the Maha Vikas Aghadi (MVA) government is benefitting from their experience.

He also took an aim at the Centre's ambitious Mumbai- Ahmedabad bullet train project, saying he would rather prefer such a high speed link between the state capital and Nagpur.

""The future of my government is not in the hands of the opposition. The steering is in my hands. A three-wheeler (auto-rickshaw) is a vehicle of poor people. The other two are sitting behind,"" Mr Thackeray said in the second and last part of his interview published in Shiv Sena mouthpiece ''Saamana'' on Sunday, ahead of his 60th birthday on Monday.

""Why wait for September-October as is being speculated. Topple the government right now since you get pleasure in toppling. Some people derive pleasure in constructive work while some are happy in destruction. If you feel happy in destruction, go ahead,"" he said.

""You say the MVA government is formed against the democratic principles but when you topple it, is it democracy?"" the chief minister asked.

Notably, his predecessor Devendra Fadnavis earlier compared the ruling MVA, comprising the Shiv Sena and its ideological opponents Congress and NCP, with a three-wheeler, auto-rickshaw, and raised doubts over its stability.

To a question, Mr Thackeray said he hadn't switched sides, but only entered into an alliance.

""I did this because the purpose with which I had joined hands earlier turned out to be hollow,"" he said.

Asserting that the party ideology is important, he said, ""Show me one leader who has reached the top position in the party which he has defected to. It is all use and throw policy.""

Targeting the Mumbai-Ahmedabad bullet train project, he said, ""A three-wheeler is a vehicle of poor people. If I have to choose between a bullet train and an auto-rickshaw,I will chose the auto-rickshaw. If people don't want a bullet train, then it will not happen,"" he said.

""If my government is a three-wheeler, it is moving in a proper direction, why should you have stomachache?"" he said in a veiled attack at the opposition BJP.

Mr Thackeray said when he attended the NDA meeting last time, ""there were 30 to 35 wheels like a railway train"".

The chief minister said he would scrap projects which people feel are unwanted.

He said MoUs worth Rs 16,000 crore signed recently are in initial stages and more investments are on the anvil.

""If the state requires a bullet train, I would demand a bullet train to connect Mumbai and Nagpur. I would like a bullet train which connects my state capital and the second capital. The feeling of neglect among people of Vidarbha would be wiped out. Just like the Mumbai Nagpur Samruddhi corridor, I would be happy with a bullet train,"" he said.

He also said the Congress's grievance of being neglected in the three-party alliance government was resolved after his meeting with the state Congress leaders.

""I have good coordination with (NCP chief) Sharad Pawar. I make a phone call to (Congress president) Sonia Gandhi some times,"" he said.

Mr Thackeray asserted that the tripartite MVA government was functioning well.

""I admit that in the last few months, face-to-face meetings haven't happened. One more minister is coronavirus positive now after Jitendra Awhad, Ashok Chavan and Dhananjay Munde. All ministers are in touch with each other over phone or through video conferencing,"" he said.

Mr Thackeray admitted the state's economy is not in good shape, but noted the entire world is facing such a crisis.

He said Prime Minister Narendra Modi has asked all chief ministers not to announce any waivers or subsidies as populist measures due to which the economy would be further burdened.

In an apparent reference to his criticism over not moving out during the COVID-19 pandemic, Mr Thackeray said discussions and deliberations as well as signing of MoUs were being done by him sitting at home.

Asked about the participation of Chinese firms in investing in the state, he said more than the presence of Chinese firms in the recent MoUs, what is important is whether Chinese investments should remain in the country or not.

""During a video conference meeting with the prime minister, I had requested him to frame a national policy on doing business with China,"" he said.

Mr Thackeray also said his government had kept the MoUs with Chinese firms on hold.

""There should be a policy on whether Chinese companies should be allowed to do business in the country. If tomorrow, the situation improves and the Chinese prime minister is welcomed in India, why should we miss the business opportunities now?"" he asked.

The chief minister also rejected criticism that bureaucracy has an upper hand in his government.

""The government is the decision-maker and bureaucracy implements the decisions,"" he added.",https://www.ndtv.com/india-news/maharashtra-chief-minister-uddhav-thackeray-maha-vikas-aghadi-mva-governments-steering-wheel-is-in-my-hands-2268996,Covid,/Centre:Mumbai,Centre,Mumbai,,"Maharashtra Government's ""Steering Wheel"" In My Hands: Uddhav Thackeray"
11,1,"bollywood

Updated: Jul 26, 2020 13:24 IST

Kriti Sanon has penned a heartbreaking note after watching her late Raabta co-star Sushant Singh Rajput’s final film, Dil Bechara. Refusing to move over his untimely death, she took a reference from the film to share that “Its not seri (it’s not okay).”

She shared a glimpse of the end credits of the film which comprises of several behind the scene and candid pictures of the actor from the making of the film. She wrote, “Its not Seri! And it will never sink in.. This broke my heart..again... In Manny, i saw YOU come alive in so so many moments.. i knew exactly where you had put in a bit of yourself in the character..And as always, your most magical bits were your silences.. those bits where you said nothing and yet u said so much!”

Wishing director Mukesh Chhabra and female lead Sanjana Sanghi for their debut film, she added, “@castingchhabra I know this film will always mean a lot more to you than what we had thought.. you made us feel too many emotions in your first! Wish you and @sanjanasanghi96 a beautiful journey ahead!”

In the film, Sushant’s character Manny and Sanjana Sanghi’s Kizie use the word ‘seri’ to confirm to each other that all’s okay.

Mukesh Chhabra acknowledged her post, saying, “thank you” with several heart emojis. Actors Riteish Deshmukh, Nimrat Kaur, Patralekhaa and designer Manish Malhotra also dropped heart emojis in reaction to the post.

Also read: Dil Bechara: Rajkummar Rao calls Sushant Singh Rajput a superstar, Ranvir Shorey says ‘took breaks to wipe away tears’

On Sushant’s one month anniversary, Kriti had written a cryptic post on Instagram, hinting at how she has been struggling to deal with the actor’s death. She had written, “And in between a guilty laughter that pretended to move on, Her eyes shed tears of reality and broke all her delusions.”

Dil Bechara is Sushant’s last film that is available for free viewing on Disney+ Hotstar. Sushant was found dead on June 14. He was suffering from depression.

Follow @htshowbiz for more",https://www.hindustantimes.com/bollywood/kriti-sanon-pens-heartbreaking-note-after-watching-sushant-singh-rajput-s-dil-bechara-it-s-not-seri/story-zLR7RoFsgb6NsTcIbZOiQN.html,Riot,/Updated:Ghaziabad,Updated,Ghaziabad,2020-07-26 13:24:10+05:30,Kriti Sanon pens heartbreaking note after watching Sushant Singh Rajput’s Dil Bechara: ‘It’s not seri’
12,4,"india

Updated: Jul 26, 2020 13:11 IST

Prime Minister Narendra Modi addressed the nation in the 67th episode of his monthly radio programme Mann Ki Baat on Sunday.

Apart from remembering the brave soldiers of the country on Kargil Vijay Diwas, the Prime Minister renewed his pitch for taking precautionary measures to fight the Covid-19 battle, which is he said continues to be lethal and thereby, stressed on the need to remain vigilant.

PM Modi also expressed solidarity with the states affected by floods and heavy rainfall.

The Prime Minister shared inspirational stories of people who are facilitating the check on Covid-19 outbreak and called for increased self-reliance.

Here are the highlights PM Modi’s Mann Ki Baat address:

*Prime Narendra Modi thanked the Indian armed forced for the courage and strength they showed during the Kargil war 21 years ago. He also highlighted how people have been talking on social media about the courage of the Indian forces. “Twenty one years ago on this day, our army won the Kargil War. India was then trying to have cordial relations with Pakistan but is said that it is in the nature of the wicked to have enmity with everyone for no reason,” said PM Modi.

*PM Modi hailed India’s declining Covid-19 fatality rate and the increased recovery rate. He, however, highlighted that the Covid-19 battle continues to be as lethal as it was in the beginning, thus, emphasising on the need to use masks and practise social distancing.

*Modi shared some inspirational stories from Jammu and Kashmir. “During Covid-19, Balbir Kaur, sarpanch of Trewa in Jammu, built a 30-bed quarantine bed in her panchayat. Jaituna Begum of Chountliwar in Ganderbal resolved helped created employment opportunities,” he said.

*PM Modi reminded the nation of the need to continue to wear masks and said “ if you get tired of wearing masks, think of corona warriors.” “They keep wearing masks continuously for hours and are working to save everyone’s lives. They keep wearing the mask for eight to ten hours. Aren’t they troubled?” he asked.

*Need to remain vigilant, says PM Modi

“India’s Covid-19 recovery rate is better than others. Our fatality rate is much less than most other countries. We are able to save the lives of lakhs of people but threat of coronavirus is not over yet. It is spreading at a rapid pace which is why we need to remain vigilant,” PM Modi said.

*The Prime Minister also interacted with students whose results recently came and they passed with flying colours. Modi spoke to the children about their inspirations and future plans.",https://www.hindustantimes.com/india-news/pm-narendra-modi-s-67th-mann-ki-baat-address-to-nation-highlights/story-bXhnWiU1WElwNLFp0mpWRJ.html,Covid,/Updated:Ghaziabad,Updated,Ghaziabad,2020-07-26 13:11:30+05:30,PM Narendra Modi’s 67th Mann Ki Baat address to nation: Highlights
13,5,"News updates from Hindustan Times: China’s PLA begins well-publicised live-fire drills near South China Sea and all the latest news

india

Updated: Jul 26, 2020 13:06 IST

Here are today’s top news, analysis and opinion. Know all about the latest news and other news updates from Hindustan Times.

China begins live-fire drills with ‘powerful’ ammo near South China Sea

China’s People’s Liberation Army (PLA) has begun a well-publicised live-fire drill with “powerful ammunition” in the southern Guangdong province’s Leizhou Peninsula, considered to be the doorstep of the South China Sea (SCS), official media reported. Read more

Tired of wearing masks, think of corona warriors: PM Modi on Mann Ki Baat

Prime Minister Narendra Modi on Sunday urged people to remain vigilant and renewed his pitch for precautionary measures in the war against the coronavirus pandemic as he reminded them of those fighting on the frontline. Read more

Kargil Vijay Diwas: Day to mark India’s victory in 1999 conflict against Pakistan

India is observing Kargil Vijay Diwas on Sunday to commemorate its victory over Pakistan in the high-altitude conflict in Jammu and Kashmir’s Kargil district and along the Line of Control (LoC) and pay tributes to soldiers who lost their lives more than two decades ago. Read more

‘I am fine, salute corona warriors for serving selflessly’: Shivraj Singh Chouhan

Madhya Pradesh chief minister Shivraj Singh Chouhan, who has contracted Covid-19, took to Twitter on Sunday saying he is doing well. Chouhan lauded healthcare professionals who are serving coronavirus patients and fighting selflessly against Covid-19 by risking their lives. Read more

Fires set, windows shattered in Virginia in solidarity with protestors of Portland

A city dump truck was set on fire as protesters faced off with police in Virginia’s capital during a demonstration in support of protesters on the other side of the country in Portland, Oregon. Virginia State Police and Richmond police worked to clear the crowd of a several hundred demonstrators late Saturday. Read more

‘A big fan of Dada’: Kumar Sangakkara believes Ganguly is a ‘very suitable candidate’ for ICC President

Sourav Ganguly has built his reputation for not just being a great cricketer but also an able leader. He was the captain of Team India in the early 2000s and is credited with transforming the fortunes of the side with his fearless leadership. Read more

Sona Mohapatra says Ram Sampath was targeted by ‘illiterate self-important’ gang, took 2 years to recover post Raees

Soon after music maestro AR Rahman talked about a gang working against him, singer Sona Mohapatra has revealed that her singer husband Ram Sampath was also targeted by the same. Sona was reacting to a news article about AR Rahman’s revelation. Read more

Instagram bug shows ‘camera on’ for iOS 14 devices even when users weren’t taking photos

In an instance of the iOS 14 beta mode warning people about unexpected app behaviour, some Instagram users reported that they have been seeing the green ‘camera on’ indicator while they were just scrolling through their feed. Read more

PM Modi interacts with students who cleared board exams in Mann Ki Baat

Prime Minister Narendra Modi on Sunday interacted with students who have performed well in the board examinations this year. PM Modi was addressing the nation through the radio programme Mann Ki Baat. The address is telecast on the last Sunday of every month. Read more

Back on the road: A case for post-pandemic travel as lockdown eases

A trip sounds scary to most right now. Others are itching to dart out of the house, even if just for a weekend getaway nearby. For those who do take off, a new layer of safety precautions awaits. Read more

Kid’s makeshift board and skillful playing wows Twitter. Watch

Trust Twitter to always present you with such videos which show amazing creativity of people. Case in point is this post by Lieutenant General Gyan Bhushan which has now left Twitter amazed. “Real innovative…” he wrote and shared a video. Read more

Watch| Covid: First part of phase-1 Covaxin human trial completed at PGI Rohtak",https://www.hindustantimes.com/india-news/news-updates-from-hindustan-times-china-s-pla-begins-well-publicised-live-fire-drills-near-south-china-sea-and-all-the-latest-news/story-BGiLegCL6D4uwpiXcn6lFP.html,Riot,/India:Jaipur,India,Jaipur,2020-07-26 13:06:54+05:30,News updates from Hindustan Times: China’s PLA begins well-publicised live-fire drills near South China Sea and all the latest news
14,6,"world

Updated: Jul 26, 2020 13:00 IST

Vietnam reintroduced social distancing measures in the central city of Danang on Sunday after a second locally transmitted novel coronavirus case was detected there, more than three months after any cases were reported in the country.

The Southeast Asian country was back on high alert after the government on Saturday confirmed its first community infection since April, and another case early on Sunday, both in Danang, a tourist hot spot.

Authorities gave no more details about how the two infections were contracted and did not say if they were believed to be linked.

The city’s social distancing measures would come into force until further notice, the government said in a statement on its website.

Danang would stop receiving inbound tourists for 14 days, while all religious, sports and cultural events would be suspended.

Wearing masks in public places in the city is now compulsory and gatherings of more than 30 people at public places were banned, the government said.

The detection of the two new cases, which come as Vietnam is seeking to revive its economy and resume international commercial flights, has prompted authorities to step up a crackdown on illegal immigrants.

State media said dozens of migrants from China had been detected in Danang over recent days.

Thanks to strict quarantine measures and an aggressive and widespread testing programme, Vietnam has kept its virus total to an impressively low 418 cases, with no deaths.",https://www.hindustantimes.com/world-news/vietnam-s-danang-city-reimposes-social-distancing-after-first-local-covid-cases-in-months/story-1enKYGe9FWx4G74fnT1E3M.html,Covid,/Updated:Ghaziabad,Updated,Ghaziabad,2020-07-26 13:00:11+05:30,Vietnam’s Danang city reimposes social distancing after first local Covid cases in months
15,8,"cricket

Updated: Jul 26, 2020 12:54 IST

India captain Virat Kohli revealed that he baked a cake for the first time for his wife and Bollywood star Anushka Sharma on her birthday. Speaking to fellow teammate Mayank Agarwal on ‘Open Nets with Mayank’ chat show uploaded on BCCI Twitter handle, Kohli was seen answering a few rapid-fire round questions. “What is your favourite quarantine story,” Mayank asked Kohli.

In his response, Kohli said: “I bake a cake for the first time in my life on Anushka’s birthday. That would be a standout quarantine story for me because I had never baked earlier.

Also read: ‘Was fortunate I had Sachin, Ganguly, Dravid, Laxman, Sehwag at nets,’ says Anil Kumble

“It turned out to be good in the very first attempt and she told me that she loved the cake, which is very very special,” he added.

From baking for his special someone in the lockdown to revealing the best smoothie makers in the team, @imVkohli answers it all on #OpenNetsWithMayank.



Part 2 of the show coming up soon on https://t.co/Z3MPyesSeZ. Stay tuned 😊😊@mayankcricket pic.twitter.com/IuvdfOST0Y — BCCI (@BCCI) July 26, 2020

Kohli, in an Instagram chat with with former England captain Kevin Pietersen on Instagram Live in April, had said that he is enjoying spending time at home with wife amid the lockdown. At the time, India was under complete nationwide lockdown, and both Kohli and Anushka were spending all their time at home.

“We are at home. It’s been difficult. It’s been intense. All over the world, We do have space. We went away to a farm before everything got intense. It is great we have a space to walk out. We have to be grateful. People are going through so much these days. It’s tough to watch,” Kohli had said.

“It is the longest we have spent together at one place since we have been married. We have never been at one place for so long at same time. It’s bizarre. It’s not a good thing to single out this as an opportunity to spend time. But it is what it is . We have to be positive and we are being cautious. These are strange times,” he had added.",https://www.hindustantimes.com/cricket/she-told-me-she-loved-it-virat-kohli-s-special-gesture-for-anushka-sharma-on-her-birthday/story-brtg20awsPTXlmGdLo8CLO.html,Covid,/Updated:Ghaziabad,Updated,Ghaziabad,2020-07-26 12:48:34+05:30,Virat Kohli narrates standout quarantine story: ‘Baked a cake for first time’
16,9,"india

Updated: Jul 26, 2020 13:06 IST

The Bombay high court bench in Goa has asked the state government and Dr Edwin Gomes, who pioneered the state’s battle against the Covid-19 pandemic, to amicably settle the issue the issue of his pending leaves.

The court made the remark while hearing a petition filed by the wife of Dr Gomes where she claimed that he was not being granted leave nor being relieved from duties.

Dr Gomes, who helped set up the state’s dedicated Covid-19 facility at the ESI Hospital in Margao in South Goa and headed the hospital for close to three months, was granted three weeks’ time off but urged to resume after the time elapsed.

“[The parties agree that] it will be in public interest if the Secretary, Health and Dr Edwin Gomes have a meeting by video conference to discuss certain issues relating to Covid-19 situation including the issues raised. We also feel that these matters can be best sorted out at the earliest, so that the focus is not shifted and continues to be on combating the unfortunate situation we all are in, on account of the pandemic,” the bench of Justices M S Sonak and M S Jawalkar said.

“We trust that both Dr Gomes as well as the health cecretary will approach this matter from this perspective and refrain from treating this matter as some adversarial litigation. Taking into consideration the yeoman services rendered by Dr Gomes during this difficult period and the valuable experience he has gained, we are sure that his suggestions will be most valuable to the state administration, which is also engaged very actively in combating this unfortunate situation,” the court said.

Dr Gomes returned home on July 4 after completing 98 days of uninterrupted duty. He was given a hero’s welcome by the locals near his home on the outskirts of Panaji.

Dr.Edwin Gomes went #home after 96 days. He received a warm welcome by the members of the Society where he lives #CoronaWarriors #GoaFightsCovid19 pic.twitter.com/eXsYSzTr8a — DIP Goa (@dip_goa) July 4, 2020

A few days later, he tested positive for the novel coronavirus forcing the state to grant him more time off. However, having subsequently recovered, the state has been urging him to rejoin the duty.

His wife, in the petition before the court, claimed that the health minister made a statement that Dr Edwin will be kept for Covid-19 duties until the pandemic is over as he is doing a good job.

“We will appreciate it if the meeting between Dr Gomes and the health secretary is held at the earliest and in any case, within a period of one week from today. We are sure that the initiative for this meeting will be taken by the health secretary and necessary intimation will be given to Dr Gomes and further, all assistance will also be rendered to Dr Gomes to attend this meeting through video conferencing,” the court said.",https://www.hindustantimes.com/india-news/goa-s-hero-doctor-govt-spar-over-time-off-during-covid-19-court-seeks-amicable-solution/story-vtlwdhRt4FaheHFktmDatK.html,Covid,/Updated:Ghaziabad,Updated,Ghaziabad,2020-07-26 12:45:58+05:30,"Goa’s hero doctor, govt spar over time off during Covid-19; court seeks amicable solution"
17,10,"world

Updated: Jul 26, 2020 13:27 IST

Singapore will start human trials as early as this week for a Covid-19 vaccine being developed by Duke-NUS Medical School and American pharmaceutical company Arcturus Therapeutics, the Straits Times reports.

Click here for full Covid-19 coverage

‘Lunar-Cov19’ is among 25 vaccine candidates globally to reach human-trials stage and will be tested on 108 healthy volunteers of various ages in Singapore, the newspaper said.

The trial will determine the vaccine’s safety and its ability to produce the “soldiers” needed to help the body fight an infection, Professor Ooi Eng Eong, deputy director of Duke-NUS Medical School’s emerging infectious diseases programme, was cited as saying.",https://www.hindustantimes.com/world-news/singapore-to-begin-coronavirus-vaccine-human-trials-this-week-report/story-RMVLR0GTUmRnwevbB2QChL.html,Covid,/Updated:Ghaziabad,Updated,Ghaziabad,2020-07-26 12:45:48+05:30,Singapore to begin coronavirus vaccine human trials this week: Report
18,15,"india

Updated: Jul 26, 2020 12:32 IST

Prime Minister Narendra Modi on Sunday urged people to remain vigilant and renewed his pitch for precautionary measures in the war against the coronavirus pandemic as he reminded them of those fighting on the frontline.

Addressing the 67th edition of his monthly radio programme Mann Ki Baat, PM Modi hailed the declining Covid-19 fatality rate and increasing recovery rate and at the same time emphasised that the coronavirus disease (Covid-19) continues to be lethal.

“We have been able to save the lives of lakhs of people but the threat of coronavirus is not over yet. It is spreading fast in many areas and we need to remain vigilant,” he said.

PM Modi said people have to continue wearing masks, keep a distance of two yards, wash hands continuously, not spit anywhere and take full care of cleanliness as these are the weapons that can protect us against the coronavirus disease.

Also read: PM Modi dedicates Mann Ki Baat address to Kargil Vijay Diwas, shares Covid-19 inspirational stories

He said people sometimes have trouble with the mask, feel like removing them and start talking to others.

“At such a time, I would urge you that whenever you feel troubled because of the mask and feel like removing it, then, for a moment, remember those doctors, nurses and corona warriors,” he said.

“They keep wearing masks continuously for hours and are working to save everyone’s lives. They keep wearing the mask for eight to ten hours. Aren’t they troubled?” he asked.

India reported 48,661 new cases of the coronavirus disease (Covid-19) and 705 deaths in the last 24 hours, taking its tally to 1,385,522, Union health minister data showed on Sunday.

Also read: India’s Covid-19 tally over 13.85 lakh, recovery rate nears 64%

The Prime Minister also paid his tributes to the soldiers who lost their lives during the Kargil conflict 21 years ago as the country observed Kargil Vijay Diwas.

Kargil Vijay Diwas is observed every year to mark the day the Indian Army recaptured all the posts in Kargil occupied by Pakistan in 1999.",https://www.hindustantimes.com/india-news/tired-of-wearing-masks-think-of-corona-warriors-pm-modi-on-mann-ki-baat/story-XZAunnZqmXPpZk7dtcaIxJ.html,Covid,/Updated:Ghaziabad,Updated,Ghaziabad,2020-07-26 12:04:47+05:30,"Tired of wearing masks, think of corona warriors: PM Modi on Mann Ki Baat"
19,16,"india

Updated: Jul 26, 2020 13:15 IST

President Xi Jinping’s strategy to expand its territorial dispute with Bhutan to needle India appears to have brought the tiny kingdom nestled in the Himalayas closer to New Delhi. Thimphu, which had last found itself caught in the crossfire between India and China during the 2017 Doklam standoff appeared to have had second thoughts about its proximity to India vis-a-vis China, people familiar with the developments told Hindustan Times.

There was lately, an emerging view in Bhutan, wedged geographically between India and China, that the kingdom should perhaps balance its ties with its two neighbours so that Thimphu isn’t squeezed between the giants again. “It was never spelt out in black and white but this view was gaining ground over the last two-three years,” people in New Delhi and Thimphu said.

But there has been a change in Thimpu’s approach over the last one month after Beijing stunned Bhutan at the June meeting of the US-based multinational fund, Global Environment Facility, when Thimphu was seeking funds for the Sakteng wildlife sanctuary. The Chinese representative objected, claiming that there was a dispute between China and Bhutan over part of the sanctuary spread across 650 sq km.

Also Watch | Trump’s minister warns world against China, calls India ties ‘all-important’

The Chinese move to make new territorial claims in Bhutan has convinced Thimpu that it should not hang to any hopes that its northern neighbour, 250 times bigger, would be fair. That if it cedes any ground to appease Beijing, it would only end up fueling its territorial ambitions, the people mentioned above said.

Thimphu formally protested the China claim, issuing a demarche to the Chinese mission in Delhi. Bhutan and Beijing use their missions in Delhi to communicate. It also issued a rare statement earlier this month, underlining that disputes relating to the undemarcated border would be discussed at the next round of border talks.

Bhutan and China have held 24 rounds of talks since 1984 to settle their border issue, the last in 2016. Beijing has been pressuring Bhutan to accept a package deal for nearly 20 years that would let it take over Bhutanese territory of Doklam, Sinchulung, Dramana, and Shakhatoe spread across 269 sq km in the western sector. In exchange, China would give up its claim over Bhutan’s Pasamlung and Jakarlung valleys in the north.

China’s claim over the nature preserve spread across 650 sq km in eastern Bhutan’s Trashigang district almost doubles the area of the disputed territories between the two countries from the existing 764 sq km.

Bhutan is yet to decide on an Indian proposal to build a road through the sanctuary that would sharply reduce the 450 km long distance between Guwahati and Tawang in Arunachal Pradesh by one-third. New Delhi is expected to take up the proposal with Thimphu as part of India’s hard push to border infrastructure.",https://www.hindustantimes.com/india-news/china-tried-to-jab-india-with-a-new-claim-on-bhutan-why-it-has-boomeranged/story-rqplyG6gdbN7eOs3X1FInM.html,Riot,/Updated:Ghaziabad,Updated,Ghaziabad,2020-07-26 07:44:08+05:30,China tried to jab India with a new claim on Bhutan. Why it has boomeranged
20,17,"'Everyone is panicking' over quarantine: UK tourist in Spain

Covid-19 death toll mounts to 83 in Jharkhand with 7 more fatalities

Doctors from NMMC and Terna Hospital on door to door mass screening at a Covid-19 containment zone at in Navi Mumbai on Saturday (Photo by Bachchan Kumar/ HT Photo)

The number of people infected with the coronavirus disease has crossed 1.38 million in India. Of the total 1,385,522 confirmed cases, 467,882 are active while 885,576 people have recovered from Covid-19 and have been discharged from the hospital. The disease has claimed 32063 lives in the country, according to the ministry of health and family welfare’s dashboard on Sunday.

Click here for complete coronavirus coverage

While Maharashtra, Delhi and Tamil Nadu were responsible for nearly two of every three new infections reported till early July, the current spurt in Covid-19 cases are being reported from Andhra Pradesh, Assam, Bihar, Gujarat, Karnataka, Telangana, Uttar Pradesh, and West Bengal.

Meanwhile, the global Covid-19 tally is nearing the 16 million-mark. Of the 15,983,502 across the globe, 4,176,416 were reported from the United States and 2,394,513 from Brazil, the second most affected nation. The virus has so far killed 643,371 people, according to Johns Hopkins University’s tally.

Follow latest updates on coronavirus here",https://liveupdates.hindustantimes.com/india/coronavirus-india-world-latest-news-covid-19-death-toll-july-26-2020-21595723669356.html,Covid,/Uttar:Ghaziabad,Uttar,Ghaziabad,2020-07-26 06:15:04+05:30,"LIVE: Odisha’s Covid-19 tally crosses 25,000; death toll at 140"
21,19,"bollywood

Updated: Jul 26, 2020 13:24 IST

Kriti Sanon has penned a heartbreaking note after watching her late Raabta co-star Sushant Singh Rajput’s final film, Dil Bechara. Refusing to move over his untimely death, she took a reference from the film to share that “Its not seri (it’s not okay).”

She shared a glimpse of the end credits of the film which comprises of several behind the scene and candid pictures of the actor from the making of the film. She wrote, “Its not Seri! And it will never sink in.. This broke my heart..again... In Manny, i saw YOU come alive in so so many moments.. i knew exactly where you had put in a bit of yourself in the character..And as always, your most magical bits were your silences.. those bits where you said nothing and yet u said so much!”

Wishing director Mukesh Chhabra and female lead Sanjana Sanghi for their debut film, she added, “@castingchhabra I know this film will always mean a lot more to you than what we had thought.. you made us feel too many emotions in your first! Wish you and @sanjanasanghi96 a beautiful journey ahead!”

In the film, Sushant’s character Manny and Sanjana Sanghi’s Kizie use the word ‘seri’ to confirm to each other that all’s okay.

Mukesh Chhabra acknowledged her post, saying, “thank you” with several heart emojis. Actors Riteish Deshmukh, Nimrat Kaur, Patralekhaa and designer Manish Malhotra also dropped heart emojis in reaction to the post.

Also read: Dil Bechara: Rajkummar Rao calls Sushant Singh Rajput a superstar, Ranvir Shorey says ‘took breaks to wipe away tears’

On Sushant’s one month anniversary, Kriti had written a cryptic post on Instagram, hinting at how she has been struggling to deal with the actor’s death. She had written, “And in between a guilty laughter that pretended to move on, Her eyes shed tears of reality and broke all her delusions.”

Dil Bechara is Sushant’s last film that is available for free viewing on Disney+ Hotstar. Sushant was found dead on June 14. He was suffering from depression.

Follow @htshowbiz for more",https://www.hindustantimes.com/bollywood/kriti-sanon-pens-heartbreaking-note-after-watching-sushant-singh-rajput-s-dil-bechara-it-s-not-seri/story-zLR7RoFsgb6NsTcIbZOiQN.html,Riot,/Updated:Ghaziabad,Updated,Ghaziabad,2020-07-26 13:24:10+05:30,Kriti Sanon pens heartbreaking note after watching Sushant Singh Rajput’s Dil Bechara: ‘It’s not seri’
22,22,"india

Updated: Jul 26, 2020 13:11 IST

Prime Minister Narendra Modi addressed the nation in the 67th episode of his monthly radio programme Mann Ki Baat on Sunday.

Apart from remembering the brave soldiers of the country on Kargil Vijay Diwas, the Prime Minister renewed his pitch for taking precautionary measures to fight the Covid-19 battle, which is he said continues to be lethal and thereby, stressed on the need to remain vigilant.

PM Modi also expressed solidarity with the states affected by floods and heavy rainfall.

The Prime Minister shared inspirational stories of people who are facilitating the check on Covid-19 outbreak and called for increased self-reliance.

Here are the highlights PM Modi’s Mann Ki Baat address:

*Prime Narendra Modi thanked the Indian armed forced for the courage and strength they showed during the Kargil war 21 years ago. He also highlighted how people have been talking on social media about the courage of the Indian forces. “Twenty one years ago on this day, our army won the Kargil War. India was then trying to have cordial relations with Pakistan but is said that it is in the nature of the wicked to have enmity with everyone for no reason,” said PM Modi.

*PM Modi hailed India’s declining Covid-19 fatality rate and the increased recovery rate. He, however, highlighted that the Covid-19 battle continues to be as lethal as it was in the beginning, thus, emphasising on the need to use masks and practise social distancing.

*Modi shared some inspirational stories from Jammu and Kashmir. “During Covid-19, Balbir Kaur, sarpanch of Trewa in Jammu, built a 30-bed quarantine bed in her panchayat. Jaituna Begum of Chountliwar in Ganderbal resolved helped created employment opportunities,” he said.

*PM Modi reminded the nation of the need to continue to wear masks and said “ if you get tired of wearing masks, think of corona warriors.” “They keep wearing masks continuously for hours and are working to save everyone’s lives. They keep wearing the mask for eight to ten hours. Aren’t they troubled?” he asked.

*Need to remain vigilant, says PM Modi

“India’s Covid-19 recovery rate is better than others. Our fatality rate is much less than most other countries. We are able to save the lives of lakhs of people but threat of coronavirus is not over yet. It is spreading at a rapid pace which is why we need to remain vigilant,” PM Modi said.

*The Prime Minister also interacted with students whose results recently came and they passed with flying colours. Modi spoke to the children about their inspirations and future plans.",https://www.hindustantimes.com/india-news/pm-narendra-modi-s-67th-mann-ki-baat-address-to-nation-highlights/story-bXhnWiU1WElwNLFp0mpWRJ.html,Covid,/Updated:Ghaziabad,Updated,Ghaziabad,2020-07-26 13:11:30+05:30,PM Narendra Modi’s 67th Mann Ki Baat address to nation: Highlights
